64 256 0.0000 0.0289
256 256 0.0000 0.0289
64 16 0.0000 0.0620
256 16 0.0000 0.0620
64 4 0.0000 0.0804
64 64 0.0000 0.0486
256 64 0.0000 0.0486
16 256 0.0120 0.0289
256 4 0.0000 0.0804
4 256 0.0121 0.0289
4 16 0.0121 0.0620
16 16 0.0120 0.0620
4 64 0.0121 0.0486
16 64 0.0120 0.0486
4 4 0.0121 0.0804
16 4 0.0120 0.0804
64 1 0.0000 0.1596
256 1 0.0000 0.1596
16 1 0.0120 0.1596
1 256 0.0579 0.0289
4 1 0.0121 0.1596
1 16 0.0579 0.0620
1 4 0.0579 0.0804
1 64 0.0579 0.0486
1 1 0.0579 0.1596
